area,perimeter,major_axis,minor_axis,circularity,width,height,estimated_volume,estimated_weight,aspect_ratio,file_path,folder,weight_range,min_weight,max_weight,quality,is_ok,scheme_a_class,expected_class,scheme_b_class,scheme_c_class
274246.0,8411.683658123016,692.3671875,612.5980224609375,0.048706206162356686,747,709,136.04615782033065,149.65077360236373,1.1302145323920778,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154337_71.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
334363.5,6412.299760699272,1164.2833251953125,563.5494995117188,0.10218828104226685,1296,544,193.60716995188508,212.96788694707362,2.0659823603855436,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154340_74.jpeg,100-150 ng,100-150,100,150,ng,False,Level 7,Level 7,Level 7,Level 7
405574.5,11488.107100129128,1226.732421875,627.1183471679688,0.03861744654378737,1312,821,252.60822053587603,277.8690425894637,1.9561418150415384,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154341_75.jpeg,100-150 ng,100-150,100,150,ng,False,Level 6,Level 6,Level 5,Level 6
318204.0,9928.997369766235,1097.3275146484375,565.2459106445312,0.040560631440027424,1215,624,183.5733990379277,201.93073894172048,1.9413276486992912,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154338_72.jpeg,100-150 ng,100-150,100,150,ng,False,Level 7,Level 7,Level 7,Level 7
251426.0,10391.43387889862,1177.0762939453125,521.1263427734375,0.029259647726735415,1264,593,167.37449892165094,184.11194881381604,2.2587157802864186,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154339_73.jpeg,100-150 ng,100-150,100,150,ng,False,Level 7,Level 7,Level 7,Level 7
268315.5,6257.069312334061,861.757568359375,499.90594482421875,0.0861219181156965,1112,543,112.76136677983222,124.03750345781545,1.7238394087559683,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154344_78.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
273521.0,13193.708046078682,2209.1630859375,243.09278869628906,0.019745439292473858,2592,314,68.3550415462696,75.19054570089656,9.08773599490664,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154346_80.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
397179.0,9111.89477467537,1180.9322509765625,598.5574340820312,0.06011443234018874,1416,592,221.53138555208588,243.6845241072945,1.9729639692599956,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154342_76.jpeg,100-150 ng,100-150,100,150,ng,False,Level 7,Level 7,Level 6,Level 7
241082.5,5667.897740721703,1051.1719970703125,466.4604187011719,0.09430430919175346,1038,583,119.75730130361778,131.73303143397956,2.253507382249562,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154343_77.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
217385.5,5582.275376558304,939.7588500976562,460.3559875488281,0.0876633217986798,869,519,104.2803881122043,114.70842692342475,2.0413742310628247,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154347_81.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
297887.5,9055.901915431023,1186.9434814453125,526.6200561523438,0.04564557934753606,1378,563,172.35482749966187,189.59031024962806,2.25388962607597,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154348_82.jpeg,100-150 ng,100-150,100,150,ng,False,Level 7,Level 7,Level 7,Level 7
189240.0,1851.744289636612,571.8148803710938,422.3934020996094,0.6935228509906487,567,431,53.418086462579204,58.75989510883713,1.3537495555772143,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154349_83.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
126035.5,1672.2569210529327,427.6341247558594,386.3068542480469,0.5663654451830338,411,390,33.414564427319874,36.75602087005186,1.1069804225665547,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154351_85.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
195325.0,1815.2245165109634,591.8128051757812,424.55023193359375,0.744915480987607,582,435,55.852310676675415,61.43754174434296,1.393975931847683,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154350_84.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
164612.5,1730.6143461465836,596.1725463867188,353.1842346191406,0.6906723588827214,603,360,38.937961739606024,42.831757913566626,1.6879930867514705,/tmp/potato_inspection_system/data/test/1021/100-150 ng/Pic_2025_10_21_154345_79.jpeg,100-150 ng,100-150,100,150,ng,False,NG,NG,NG,NG
340822.5,12065.288780450821,1376.5894775390625,631.4304809570312,0.029421355626645607,1283,766,287.3784203600258,316.11626239602845,2.180112489109849,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154621_149.jpeg,150-200 OK,150-200,150,200,OK,True,Level 5,Level 5,Level 5,Level 5
630781.0,7275.87039065361,1728.7640380859375,538.4876098632812,0.1497333561632238,1456,576,262.47368710662437,288.7210558172868,3.210406342543072,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154619_147.jpeg,150-200 OK,150-200,150,200,OK,True,Level 6,Level 6,Level 5,Level 6
753726.0,18030.534717082977,1543.1732177734375,846.3201904296875,0.029134404644287952,1334,1433,578.7389385025743,636.6128323528318,1.8233917082729043,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154620_148.jpeg,150-200 OK,150-200,150,200,OK,True,Level 1,Level 1,Level 1,Level 1
423968.0,8783.066348314285,975.7223510742188,767.1788330078125,0.06906382309693203,1024,918,300.6893869113226,330.7583256024549,1.2718316891627308,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154622_150.jpeg,150-200 OK,150-200,150,200,OK,True,Level 5,Level 5,Level 4,Level 5
518443.5,12040.415756821632,1153.4183349609375,765.3793334960938,0.044939509824246215,1073,1009,353.78460927313535,389.1630702004489,1.5069891287662056,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154623_151.jpeg,150-200 OK,150-200,150,200,OK,True,Level 4,Level 4,Level 3,Level 4
314417.0,6319.914985060692,1347.18896484375,482.1253662109375,0.09892211908509492,1176,550,163.96347066105164,180.35981772715684,2.794271073997657,/tmp/potato_inspection_system/data/test/1021/150-200 OK/Pic_2025_10_21_154625_153.jpeg,150-200 OK,150-200,150,200,OK,True,Level 7,Level 7,Level 7,Level 7
