epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,1345.37,0.96184,0.82439,1.4628,0.41584,0.46733,0.44532,0.31366,1.09833,1.06867,1.56648,0.000321705,0.000321705,0.000321705
64,1366.81,0.97917,0.83944,1.42752,0.42969,0.46378,0.44863,0.30942,1.12184,1.08545,1.58972,0.000313458,0.000313458,0.000313458
65,1388.08,0.98243,0.8557,1.50097,0.40433,0.46954,0.43921,0.30387,1.11825,1.06041,1.58191,0.000305211,0.000305211,0.000305211
66,1409.51,0.95729,0.80029,1.4338,0.40163,0.46556,0.4421,0.29949,1.12895,1.06754,1.58581,0.000296964,0.000296964,0.000296964
67,1430.65,0.97112,0.80658,1.43569,0.40443,0.4901,0.43781,0.29874,1.11639,1.066,1.58918,0.000288718,0.000288718,0.000288718
68,1451.81,0.93779,0.80489,1.48859,0.37658,0.52474,0.43981,0.3,1.11308,1.05675,1.58427,0.000280471,0.000280471,0.000280471
69,1473.44,0.96148,0.80898,1.48496,0.67265,0.39898,0.44068,0.29334,1.11796,1.0584,1.57976,0.000272224,0.000272224,0.000272224
70,1495.38,0.93391,0.77688,1.41674,0.40198,0.57794,0.45177,0.32078,1.13415,1.07573,1.57915,0.000263978,0.000263978,0.000263978
71,1516.89,0.94852,0.787,1.50106,0.43785,0.56892,0.45175,0.32146,1.13008,1.0715,1.57287,0.000255731,0.000255731,0.000255731
72,1538,0.94961,0.80384,1.45543,0.48872,0.48571,0.47139,0.32093,1.10466,1.05353,1.56635,0.000247484,0.000247484,0.000247484
73,1559.32,0.942,0.7732,1.46113,0.51185,0.51459,0.477,0.33338,1.09919,1.0537,1.57311,0.000239238,0.000239238,0.000239238
74,1580.5,0.89822,0.74578,1.42327,0.5046,0.51106,0.46718,0.33194,1.10644,1.04651,1.5775,0.000230991,0.000230991,0.000230991
75,1602.15,0.93582,0.80868,1.48208,0.50216,0.48539,0.4726,0.33505,1.11046,1.03297,1.57545,0.000222744,0.000222744,0.000222744
76,1623.44,0.95019,0.78906,1.47702,0.43329,0.44048,0.46753,0.34271,1.10049,1.01621,1.55568,0.000214497,0.000214497,0.000214497
77,1644.62,0.97222,0.78804,1.46484,0.49988,0.47073,0.47716,0.34626,1.09629,1.01295,1.55386,0.000206251,0.000206251,0.000206251
78,1666.14,0.9433,0.75972,1.44218,0.51185,0.42116,0.47238,0.33801,1.09009,1.01639,1.55996,0.000198004,0.000198004,0.000198004
79,1687.28,0.91385,0.75619,1.47047,0.44646,0.46737,0.47501,0.34033,1.08447,1.01923,1.56088,0.000189757,0.000189757,0.000189757
80,1708.28,0.92101,0.75024,1.43714,0.49097,0.43082,0.4621,0.33555,1.0594,1.01123,1.5532,0.000181511,0.000181511,0.000181511
81,1729.24,0.90698,0.73496,1.44377,0.42887,0.45807,0.45494,0.3311,1.06489,1.02506,1.56345,0.000173264,0.000173264,0.000173264
82,1750.85,0.91319,0.75628,1.46143,0.57247,0.39164,0.45962,0.33851,1.06972,1.04645,1.58401,0.000165017,0.000165017,0.000165017
83,1771.85,0.92808,0.77642,1.51161,0.47092,0.46722,0.45968,0.33381,1.07767,1.03601,1.58186,0.000156771,0.000156771,0.000156771
84,1793.15,0.88442,0.73544,1.44864,0.47677,0.48166,0.45622,0.32584,1.08772,1.03633,1.57939,0.000148524,0.000148524,0.000148524
85,1815.07,0.879,0.74381,1.4504,0.46875,0.4816,0.45571,0.32553,1.09463,1.01569,1.5764,0.000140277,0.000140277,0.000140277
86,1836.46,0.91507,0.74828,1.45954,0.45926,0.50586,0.46463,0.34013,1.10408,1.02318,1.57685,0.000132031,0.000132031,0.000132031
87,1857.47,0.9076,0.72313,1.45687,0.45781,0.55726,0.47682,0.34445,1.08737,1.04232,1.57185,0.000123784,0.000123784,0.000123784
88,1878.74,0.92235,0.76267,1.48197,0.5641,0.40808,0.48808,0.34909,1.0757,1.05754,1.57264,0.000115537,0.000115537,0.000115537
89,1900.02,0.88826,0.73879,1.42603,0.56201,0.40326,0.48425,0.3504,1.07741,1.04267,1.5701,0.00010729,0.00010729,0.00010729
90,1921.97,0.88361,0.7214,1.42728,0.40104,0.56785,0.47135,0.33921,1.08399,1.01729,1.56951,9.90437e-05,9.90437e-05,9.90437e-05
91,1942.77,0.91918,0.78108,1.48651,0.56251,0.3941,0.4692,0.33647,1.08877,1.00892,1.56911,9.0797e-05,9.0797e-05,9.0797e-05
92,1963.53,0.92548,0.77832,1.4981,0.53563,0.38365,0.45019,0.32911,1.10019,1.02307,1.5594,8.25503e-05,8.25503e-05,8.25503e-05
93,1983.93,0.93616,0.77782,1.50427,0.5484,0.38091,0.45152,0.33058,1.10303,1.01708,1.5512,7.43036e-05,7.43036e-05,7.43036e-05
94,2004.92,0.9243,0.75137,1.4689,0.57028,0.38305,0.45754,0.33011,1.11206,1.01932,1.55084,6.60569e-05,6.60569e-05,6.60569e-05
95,2025.16,0.91111,0.75584,1.41456,0.44402,0.47432,0.4615,0.33071,1.10539,1.02956,1.55185,5.78102e-05,5.78102e-05,5.78102e-05
96,2045.72,0.93393,0.75001,1.4313,0.4784,0.47802,0.46703,0.32785,1.09249,1.03408,1.5591,4.95635e-05,4.95635e-05,4.95635e-05
97,2066.36,0.90678,0.74602,1.46698,0.50562,0.5058,0.48717,0.33436,1.08808,1.03327,1.56022,4.13168e-05,4.13168e-05,4.13168e-05
98,2086.56,0.88036,0.73958,1.44915,0.54831,0.49196,0.48322,0.33849,1.08305,1.0194,1.56263,3.30701e-05,3.30701e-05,3.30701e-05
99,2107.48,0.90006,0.76193,1.4579,0.53416,0.49066,0.47881,0.33826,1.08121,1.01878,1.56314,2.48234e-05,2.48234e-05,2.48234e-05
100,2128.29,0.9045,0.74293,1.48706,0.54329,0.49374,0.47293,0.33505,1.08185,1.02193,1.56235,1.65767e-05,1.65767e-05,1.65767e-05
